INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212042243,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,465,0,2021-06-21 03:30:00,2021,6,Monday,3,,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212016542,423,,ASSAULT - AGGRAVATED,External,123,0,2021-03-15 11:47:00,2021,3,Monday,11,,WASHINGTON ST,42.3499725621905,-71.0634881686036,"(42.3499725621905, -71.0634881686036)"
212018856,801,,ASSAULT - SIMPLE,A1,111,0,2021-03-24 17:55:00,2021,3,Wednesday,17,,TEMPLE PL,42.3552142873226,-71.0620635090966,"(42.3552142873226, -71.0620635090966)"
212039423,1402,,VANDALISM,A1,76,0,2021-06-12 18:16:00,2021,6,Saturday,18,,CANAL ST,42.3648952700273,-71.0605024901577,"(42.3648952700273, -71.0605024901577)"
212042160,616,,LARCENY THEFT OF BICYCLE,C6, ,0,2021-06-08 23:35:00,2021,6,Tuesday,23,,WEST BROADWAY,0.0,0.0,"(0, 0)"
212027331,3114,,INVESTIGATE PROPERTY,B2,184,0,2021-04-27 21:13:00,2021,4,Tuesday,21,,GROOM ST,42.3201975244605,-71.0664176058317,"(42.3201975244605, -71.0664176058317)"
212000224,520,,BURGLARY - RESIDENTIAL,D14,779,0,2021-01-01 17:00:00,2021,1,Friday,17,,MONTCALM AVE,42.3526045652303,-71.1460249696646,"(42.3526045652303, -71.1460249696646)"
212013476,613,,LARCENY SHOPLIFTING,B2,593,0,2021-02-28 08:30:00,2021,2,Sunday,8,,LONGWOOD AVE,42.3385700003245,-71.1067068100886,"(42.3385700003245, -71.1067068100886)"
212016997,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,E18, ,0,2021-03-17 10:35:00,2021,3,Wednesday,10,,HYDE PARK AVE,42.2488341178172,-71.126807685163,"(42.2488341178172, -71.126807685163)"
212014903,1102,,FRAUD - FALSE PRETENSE / SCHEME,C11,394,0,2021-03-03 17:00:00,2021,3,Wednesday,17,,VAN WINKLE ST,42.2831714472172,-71.0613634995631,"(42.2831714472172, -71.0613634995631)"
212038036,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E13,574,0,2021-06-07 16:04:00,2021,6,Monday,16,,WASHINGTON STREET,0.0,0.0,"(0, 0)"
212036169,3005,,SICK ASSIST,,357,0,2021-06-01 03:45:00,2021,6,Tuesday,3,,CLAYBOURNE ST,42.2980899163928,-71.0717866659607,"(42.2980899163928, -71.0717866659607)"
212008283,3410,,TOWED MOTOR VEHICLE,B3,468,0,2021-02-07 15:30:00,2021,2,Sunday,15,,WELLINGTON HILL ST,42.2819874032578,-71.0962365494332,"(42.2819874032578, -71.0962365494332)"
212040743,3805,,M/V ACCIDENT - POLICE VEHICLE,A1,77,0,2021-06-16 10:40:00,2021,6,Wednesday,10,,SUDBURY STREET,0.0,0.0,"(0, 0)"
212003787,3410,,TOWED MOTOR VEHICLE,D4,132,0,2021-01-18 08:01:00,2021,1,Monday,8,,MARLBOROUGH ST,42.3537310430823,-71.0754892885941,"(42.3537310430823, -71.0754892885941)"
212007288,3201,,PROPERTY - LOST/ MISSING,A7,28,0,2021-01-30 13:00:00,2021,1,Saturday,13,,SUMNER ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212028303,3005,,SICK ASSIST,E18,542,0,2021-05-01 19:30:00,2021,5,Saturday,19,,RIVER ST,42.2547748375492,-71.1283856207277,"(42.2547748375492, -71.1283856207277)"
212024720,3410,,TOWED MOTOR VEHICLE,D14,788,0,2021-04-17 09:09:00,2021,4,Saturday,9,,COMMONWEALTH AVE,42.3413687122421,-71.1486468227417,"(42.3413687122421, -71.1486468227417)"
212012032,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,200,0,2021-02-24 15:03:00,2021,2,Wednesday,15,,"101 W BROADWAY
SOUTH BOSTON  MA 02127
UNITED STATE",42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212009228,3115,,INVESTIGATE PERSON,E18,494,0,2021-02-11 21:13:00,2021,2,Thursday,21,,WEST ST,42.2584392555721,-71.1176117165319,"(42.2584392555721, -71.1176117165319)"
212027064,1402,,VANDALISM,C6,186,0,2021-04-26 20:33:00,2021,4,Monday,20,,BOSTON ST,42.3269211210856,-71.0584186076542,"(42.3269211210856, -71.0584186076542)"
212012851,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,438,0,2021-02-27 18:44:00,2021,2,Saturday,18,,COLONIAL AVE,42.2908323214655,-71.075184926119,"(42.2908323214655, -71.075184926119)"
212035566,3410,,TOWED MOTOR VEHICLE,A15,45,0,2021-05-29 08:00:00,2021,5,Saturday,8,,COOK ST,42.3804497393897,-71.0640517874845,"(42.3804497393897, -71.0640517874845)"
212007962,3112,,LANDLORD - TENANT,B3,465,0,2021-02-04 18:00:00,2021,2,Thursday,18,,WILCOCK ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212015375,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2021-03-10 17:27:00,2021,3,Wednesday,17,,NORFOLK ST,42.2884577973506,-71.0759044650687,"(42.2884577973506, -71.0759044650687)"
212031397,423,,ASSAULT - AGGRAVATED,A1,118,0,2021-05-14 00:05:00,2021,5,Friday,0,,,42.3509460151107,-71.0668559419277,"(42.3509460151107, -71.0668559419277)"
212015266,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2021-03-10 10:07:00,2021,3,Wednesday,10,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.3334960161939,-71.073387954796,"(42.3334960161939, -71.073387954796)"
212026746,3006,,SICK/INJURED/MEDICAL - PERSON,D4,953,0,2021-04-25 17:11:00,2021,4,Sunday,17,,WASHINGTON ST,42.3372121541099,-71.0759760325963,"(42.3372121541099, -71.0759760325963)"
212019891,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2021-03-26 18:30:00,2021,3,Friday,18,,E NEWTON ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212012648,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,28,0,2021-02-26 19:15:00,2021,2,Friday,19,,ADDISON ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212021174,3006,,SICK/INJURED/MEDICAL - PERSON,E18,818,0,2021-04-02 19:59:00,2021,4,Friday,19,,CANTERBURY ST,42.2831924009437,-71.1115465563133,"(42.2831924009437, -71.1115465563133)"
212031052,616,,LARCENY THEFT OF BICYCLE,D4,141,0,2021-05-12 17:56:00,2021,5,Wednesday,17,,NEWBURY ST,42.3484057624732,-71.0868833874023,"(42.3484057624732, -71.0868833874023)"
212001841,3007,,SUDDEN DEATH,E5,724,0,2021-01-09 09:49:00,2021,1,Saturday,9,,VFW PKWY,42.2693209773988,-71.1720493822165,"(42.2693209773988, -71.1720493822165)"
212014325,3005,,SICK ASSIST,A15,45,0,2021-03-06 06:25:00,2021,3,Saturday,6,,MYSTIC ST,42.3800309270223,-71.0624825174849,"(42.3800309270223, -71.0624825174849)"
212024050,1001,,FORGERY / COUNTERFEITING,A1,167,0,2021-04-14 12:43:00,2021,4,Wednesday,12,,TREMONT ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212034190,3115,,INVESTIGATE PERSON,E13,606,0,2021-05-24 12:00:00,2021,5,Monday,12,,S HUNTINGTON AVE,42.3295524545692,-71.1111242876834,"(42.3295524545692, -71.1111242876834)"
212000843,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,E18,522,0,2021-01-04 21:37:00,2021,1,Monday,21,,GRANTLEY ST,42.2495491536015,-71.125754901697,"(42.2495491536015, -71.125754901697)"
212022226,2610,,TRESPASSING,D4,149,0,2021-04-07 06:39:00,2021,4,Wednesday,6,,DARTMOUTH ST,42.346403813766,-71.0755128911031,"(42.346403813766, -71.0755128911031)"
212000415,613,,LARCENY SHOPLIFTING,A1,102,0,2021-01-02 17:54:00,2021,1,Saturday,17,,WASHINGTON ST,42.3559193485328,-71.0600053898203,"(42.3559193485328, -71.0600053898203)"
212006785,3115,,INVESTIGATE PERSON,B2,325,0,2021-02-01 07:26:00,2021,2,Monday,7,,BEAUFORD LN,42.3162053251999,-71.076092489049,"(42.3162053251999, -71.076092489049)"
212000202,3006,,SICK/INJURED/MEDICAL - PERSON,B2,319,0,2021-01-01 20:03:00,2021,1,Friday,20,,CHENEY ST,42.309700155938,-71.085824141534,"(42.309700155938, -71.085824141534)"
212041467,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,2021-06-19 20:04:00,2021,6,Saturday,20,,"ALBANY ST & HERALD ST
BOSTON  MA 02118
UNITED STAT",42.345943041106,-71.0612859655973,"(42.345943041106, -71.0612859655973)"
212010774,3801,,M/V ACCIDENT - OTHER,D14, ,0,2021-02-18 16:40:00,2021,2,Thursday,16,,"S WAVERLY ST & LINCOLN ST
BRIGHTON  MA 02135
UNITE",42.3582230109556,-71.1427370088229,"(42.3582230109556, -71.1427370088229)"
212010373,3005,,SICK ASSIST,C6,914,0,2021-02-16 21:31:00,2021,2,Tuesday,21,,GENERAL LAWRENCE J LOGAN WAY,42.3272040317379,-71.0531894935135,"(42.3272040317379, -71.0531894935135)"
212009749,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C6, ,0,2021-02-14 00:37:00,2021,2,Sunday,0,,"SILVER ST & A ST
SOUTH BOSTON  MA 02127
UNITED STA",42.3414549842055,-71.0559380030648,"(42.3414549842055, -71.0559380030648)"
212025507,3007,,SUDDEN DEATH,A1,85,0,2021-04-20 15:59:00,2021,4,Tuesday,15,,ENDICOTT ST,42.3648492620619,-71.0573602774689,"(42.3648492620619, -71.0573602774689)"
212028358,801,,ASSAULT - SIMPLE,A7,30,0,2021-05-02 03:48:00,2021,5,Sunday,3,,FRANKFORT ST,42.3695622219378,-71.0354483379222,"(42.3695622219378, -71.0354483379222)"
212019506,301,,ROBBERY,A1,112,0,2021-03-27 04:47:00,2021,3,Saturday,4,,AVENUE DE LAFAYETTE,42.3533198672232,-71.0610231385854,"(42.3533198672232, -71.0610231385854)"
212017110,1402,,VANDALISM,C6,174,0,2021-03-17 17:24:00,2021,3,Wednesday,17,,FRONTAGE RD,42.3379688601915,-71.0640821019507,"(42.3379688601915, -71.0640821019507)"
212029397,2646,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,B2, ,0,2021-05-06 13:03:00,2021,5,Thursday,13,,WASHINGTON ST,42.3309475177454,-71.0828510390548,"(42.3309475177454, -71.0828510390548)"
212013192,3803,,M/V ACCIDENT - PERSONAL INJURY,C11, ,0,2021-03-01 10:15:00,2021,3,Monday,10,,"DORCHESTER AVE & COLUMBIA RD
DORCHESTER  MA 02125
",42.3207179832396,-71.0567700061483,"(42.3207179832396, -71.0567700061483)"
212029203,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2,239,0,2021-05-05 16:10:00,2021,5,Wednesday,16,,,42.3170529821066,-71.0652140008863,"(42.3170529821066, -71.0652140008863)"
212016829,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2021-03-16 15:22:00,2021,3,Tuesday,15,,"MALCOLM X BLVD & TREMONT ST
BOSTON  MA 02120
UNITE",0.0,0.0,"(0, 0)"
212007941,3001,,DEATH INVESTIGATION,B3,425,0,2021-02-03 19:00:00,2021,2,Wednesday,19,,HOPKINS PL,42.2711372104921,-71.090315753202,"(42.2711372104921, -71.090315753202)"
212009872,423,,ASSAULT - AGGRAVATED,B2,239,1,2021-02-14 17:15:00,2021,2,Sunday,17,,RAMSEY ST,42.3180030587891,-71.0648052938373,"(42.3180030587891, -71.0648052938373)"
212018471,3115,,INVESTIGATE PERSON,A1,70,0,2021-03-23 08:38:00,2021,3,Tuesday,8,,MOUNT VERNON ST,42.3583231238292,-71.065684785179,"(42.3583231238292, -71.065684785179)"
212026145,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,146,0,2021-04-23 00:00:00,2021,4,Friday,0,,SAINT BOTOLPH ST,42.3461747554475,-71.0792592037303,"(42.3461747554475, -71.0792592037303)"
212035600,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2021-05-29 12:47:00,2021,5,Saturday,12,,HARRISON AVE,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212042191,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2021-06-21 14:00:00,2021,6,Monday,14,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212028661,1107,,FRAUD - IMPERSONATION,C11,355,0,2021-05-03 13:00:00,2021,5,Monday,13,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212031265,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2,585,0,2021-05-13 15:05:00,2021,5,Thursday,15,,IROQUOIS ST,42.3301467820988,-71.1044448532867,"(42.3301467820988, -71.1044448532867)"
212011973,2907,,VAL - OPERATING AFTER REV/SUSP.,B3, ,0,2021-02-24 09:30:00,2021,2,Wednesday,9,,"MILTON AVE & WILMINGTON AVE
BOSTON  MA 02124
UNITE",42.279691004566,-71.0752740530693,"(42.279691004566, -71.0752740530693)"
212007215,2662,,BALLISTICS EVIDENCE/FOUND,B2,306,1,2021-02-03 05:21:00,2021,2,Wednesday,5,,CODMAN PARK,42.3190470534839,-71.0939999223871,"(42.3190470534839, -71.0939999223871)"
212024451,3114,,INVESTIGATE PROPERTY,D4, ,0,2021-04-15 21:18:00,2021,4,Thursday,21,,WESTLAND AVE,42.3433803432874,-71.0862792112562,"(42.3433803432874, -71.0862792112562)"
212030887,423,,ASSAULT - AGGRAVATED,B3,908,0,2021-05-12 04:25:00,2021,5,Wednesday,4,,FERMOY HEIGHTS AVE,42.2959810695252,-71.0897605268242,"(42.2959810695252, -71.0897605268242)"
212002700,3410,,TOWED MOTOR VEHICLE,C6,221,0,2021-01-13 08:20:00,2021,1,Wednesday,8,,E BROADWAY,42.3355057586027,-71.0429164724997,"(42.3355057586027, -71.0429164724997)"
212041214,3801,,M/V ACCIDENT - OTHER,E13,608,0,2021-06-18 18:53:00,2021,6,Friday,18,,BYNNER ST,42.3240728100124,-71.1135247154835,"(42.3240728100124, -71.1135247154835)"
212011133,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,545,0,2021-02-19 21:00:00,2021,2,Friday,21,,EMMETT ST,42.2602463851256,-71.1298140729315,"(42.2602463851256, -71.1298140729315)"
212028604,3007,,SUDDEN DEATH,D4,170,0,2021-05-03 08:39:00,2021,5,Monday,8,,WASHINGTON ST,42.3376795246761,-71.0752911863585,"(42.3376795246761, -71.0752911863585)"
212014617,3801,,M/V ACCIDENT - OTHER,C11,459,0,2021-03-07 14:50:00,2021,3,Sunday,14,,"COLUMBIA RD & WASHINGTON ST
DORCHESTER  MA 02121
U",42.3054350060689,-71.0805780370567,"(42.3054350060689, -71.0805780370567)"
212015140,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,575,0,2021-03-09 17:30:00,2021,3,Tuesday,17,,"GERMANIA ST & HAVERFORD ST
JAMAICA PLAIN  MA 02130",42.3137589765009,-71.1013930353348,"(42.3137589765009, -71.1013930353348)"
212013003,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A1,67,0,2021-02-28 11:56:00,2021,2,Sunday,11,,MYRTLE ST,42.3593313942901,-71.0654924744935,"(42.3593313942901, -71.0654924744935)"
212031841,3114,,INVESTIGATE PROPERTY,B2,299,1,2021-05-15 20:17:00,2021,5,Saturday,20,,REGENT ST,42.3236854188329,-71.0870607009302,"(42.3236854188329, -71.0870607009302)"
212011864,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2021-02-23 16:15:00,2021,2,Tuesday,16,,"MELBOURNE ST & BRENT ST
BOSTON  MA 02124
UNITED ST",42.2903440393675,-71.0657170053329,"(42.2903440393675, -71.0657170053329)"
212017057,1102,,FRAUD - FALSE PRETENSE / SCHEME,,637,0,2021-03-17 02:50:00,2021,3,Wednesday,2,,KINGSBORO PARK,42.3181154571252,-71.1114998145242,"(42.3181154571252, -71.1114998145242)"
212033253,3005,,SICK ASSIST,A1,77,0,2021-05-20 17:35:00,2021,5,Thursday,17,,SUDBURY ST,0.0,0.0,"(0, 0)"
212004673,3410,,TOWED MOTOR VEHICLE,C6,222,0,2021-01-22 12:25:00,2021,1,Friday,12,,E THIRD ST,42.3364828828399,-71.0366303726435,"(42.3364828828399, -71.0366303726435)"
212010220,619,,LARCENY ALL OTHERS,A7,28,0,2021-02-16 11:21:00,2021,2,Tuesday,11,,SARATOGA ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212038351,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2021-06-08 17:38:00,2021,6,Tuesday,17,,JEROME ST,42.3148224070066,-71.06524171568,"(42.3148224070066, -71.06524171568)"
212007312,3005,,SICK ASSIST,E13,570,0,2021-02-03 14:52:00,2021,2,Wednesday,14,,GARTLAND ST,42.3065508217061,-71.1065772156218,"(42.3065508217061, -71.1065772156218)"
212022312,520,,BURGLARY - RESIDENTIAL,D14,938,0,2021-04-07 13:40:00,2021,4,Wednesday,13,,JETTE CT,42.3468274992136,-71.1431908647976,"(42.3468274992136, -71.1431908647976)"
212020879,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,908,0,2021-04-01 11:25:00,2021,4,Thursday,11,,SHANDON RD,42.2961158263547,-71.0912195823424,"(42.2961158263547, -71.0912195823424)"
212026757,1402,,VANDALISM,A1,69,0,2021-04-24 17:00:00,2021,4,Saturday,17,,"BEACON ST & BEAVER ST
BOSTON  MA 02116
UNITED STAT",42.3555560424009,-71.0720490407679,"(42.3555560424009, -71.0720490407679)"
212005577,3410,,TOWED MOTOR VEHICLE,C6,221,0,2021-01-26 00:09:00,2021,1,Tuesday,0,,E BROADWAY,42.3355057586027,-71.0429164724997,"(42.3355057586027, -71.0429164724997)"
212043194,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,200,0,2021-06-25 07:30:00,2021,6,Friday,7,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212009950,3301,,VERBAL DISPUTE,E18,516,0,2021-02-15 02:40:00,2021,2,Monday,2,,FAIRMOUNT AVE,42.2500148337994,-71.1156305335409,"(42.2500148337994, -71.1156305335409)"
212028641,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,28,0,2021-04-20 20:44:00,2021,4,Tuesday,20,,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212038616,423,,ASSAULT - AGGRAVATED,C6,914,0,2021-06-09 18:29:00,2021,6,Wednesday,18,,OLD COLONY AVE,42.3242256151538,-71.052426079102,"(42.3242256151538, -71.052426079102)"
212014906,3110,,SERVICE TO OTHER AGENCY,D4,620,0,2021-03-08 18:06:00,2021,3,Monday,18,,NORWAY ST,42.3452109987635,-71.0881498703324,"(42.3452109987635, -71.0881498703324)"
212027489,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6, ,0,2021-04-28 13:07:00,2021,4,Wednesday,13,,ATKINSON ST,42.3325934628118,-71.0686316971909,"(42.3325934628118, -71.0686316971909)"
212028793,3301,,VERBAL DISPUTE,,563,0,2021-05-03 21:03:00,2021,5,Monday,21,,STELLMAN RD,42.289199015513,-71.123091950958,"(42.289199015513, -71.123091950958)"
212040218,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-06-15 15:45:00,2021,6,Tuesday,15,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212042408,2905,,VAL - VIOLATION OF AUTO LAW,B3,435,0,2021-06-23 01:12:00,2021,6,Wednesday,1,,NORFOLK ST,42.2882803801797,-71.0765268825944,"(42.2882803801797, -71.0765268825944)"
212025696,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2021-04-20 17:00:00,2021,4,Tuesday,17,,HUNTINGTON AVE,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212015939,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,465,0,2021-03-11 14:00:00,2021,3,Thursday,14,,ALMONT ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212009879,3005,,SICK ASSIST,D4,157,0,2021-02-14 17:42:00,2021,2,Sunday,17,,W NEWTON ST,42.3406370748525,-71.0757228061708,"(42.3406370748525, -71.0757228061708)"
212013524,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C11,355,0,2021-03-02 16:35:00,2021,3,Tuesday,16,,DORCHESTER AVE,42.297689538388,-71.0609095402986,"(42.297689538388, -71.0609095402986)"
212019321,617,,LARCENY THEFT FROM BUILDING,A7,902,0,2021-03-26 00:00:00,2021,3,Friday,0,,BORDER ST,42.36865861972,-71.0392487253433,"(42.36865861972, -71.0392487253433)"
212014590,616,,LARCENY THEFT OF BICYCLE,A1,67,0,2021-03-07 10:41:00,2021,3,Sunday,10,,MYRTLE ST,42.3593263403201,-71.0661527214123,"(42.3593263403201, -71.0661527214123)"
212036821,2662,,BALLISTICS EVIDENCE/FOUND,B3,435,1,2021-06-03 12:07:00,2021,6,Thursday,12,,WENTWORTH ST,42.2866440629086,-71.0750064542498,"(42.2866440629086, -71.0750064542498)"
212026870,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,465,0,2021-04-24 23:00:00,2021,4,Saturday,23,,W SELDEN ST,0.0,0.0,"(0, 0)"
212018149,3207,,PROPERTY - FOUND,E13,574,0,2021-03-21 17:25:00,2021,3,Sunday,17,,"3345 WASHINGTON ST
BOSTON  MA 02130
UNITED STATES",42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212012763,619,,LARCENY ALL OTHERS,E18,574,0,2021-02-26 15:50:00,2021,2,Friday,15,,HUNTINGTON AVE,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212031968,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7, ,0,2021-05-16 13:08:00,2021,5,Sunday,13,,WILLIAM F MCCLELLAN HWY,42.3877747458985,-71.0176923100685,"(42.3877747458985, -71.0176923100685)"
212031090,3006,,SICK/INJURED/MEDICAL - PERSON,A1,61,0,2021-05-12 19:08:00,2021,5,Wednesday,19,,CAUSEWAY ST,42.3653747964205,-71.0615416148164,"(42.3653747964205, -71.0615416148164)"
212015784,3130,,SEARCH WARRANT,E13, ,0,2021-03-12 11:00:00,2021,3,Friday,11,,"CHESTNUT AVE & ASHLEY ST
BOSTON  MA 02130
UNITED S",42.3204060109037,-71.103386960613,"(42.3204060109037, -71.103386960613)"
212031726,1402,,VANDALISM,A7,29,0,2021-05-15 10:34:00,2021,5,Saturday,10,,BREMEN ST,42.3716755389737,-71.0356391905613,"(42.3716755389737, -71.0356391905613)"
212006720,613,,LARCENY SHOPLIFTING,A1,113,0,2021-01-31 19:20:00,2021,1,Sunday,19,,SUMMER ST,42.3542624707201,-71.0588333416265,"(42.3542624707201, -71.0588333416265)"
212004623,3115,,INVESTIGATE PERSON,D4,162,0,2021-01-22 07:39:00,2021,1,Friday,7,,HARRISON AVE,42.3449342783627,-71.0636637354889,"(42.3449342783627, -71.0636637354889)"
212029710,3005,,SICK ASSIST,E18,521,0,2021-05-07 12:46:00,2021,5,Friday,12,,OAK ST,42.2544664494764,-71.1211355952416,"(42.2544664494764, -71.1211355952416)"
212018098,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,E18,482,1,2021-03-21 00:00:00,2021,3,Sunday,0,,TESLA ST,42.2661067957877,-71.0965604764496,"(42.2661067957877, -71.0965604764496)"
212035062,3005,,SICK ASSIST,C11,368,0,2021-05-27 13:37:00,2021,5,Thursday,13,,TRAIN ST,42.2953284458854,-71.0552249885964,"(42.2953284458854, -71.0552249885964)"
212017105,3005,,SICK ASSIST,E18,522,0,2021-03-17 17:11:00,2021,3,Wednesday,17,,HYDE PARK AVE,42.2518944040739,-71.125353099602,"(42.2518944040739, -71.125353099602)"
212026888,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,A15,48,0,2021-04-26 10:56:00,2021,4,Monday,10,,ALFORD ST,42.3900009661688,-71.0707493000403,"(42.3900009661688, -71.0707493000403)"
212004101,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2021-01-19 15:45:00,2021,1,Tuesday,15,,"2400 WASHINGTON ST
ROXBURY  MA 02119
UNITED STATES",42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212032756,3115,,INVESTIGATE PERSON,E18, ,0,2021-05-19 08:36:00,2021,5,Wednesday,8,,POYDRAS ST,42.2624967507424,-71.1056052345413,"(42.2624967507424, -71.1056052345413)"
212013241,613,,LARCENY SHOPLIFTING,A1,72,0,2021-03-01 14:49:00,2021,3,Monday,14,,CAMBRIDGE ST,42.3610974176535,-71.0620608101158,"(42.3610974176535, -71.0620608101158)"
212018480,3301,,VERBAL DISPUTE,E18,501,0,2021-03-23 09:28:00,2021,3,Tuesday,9,,HYDE PARK AVE,42.2793064765809,-71.1190981042567,"(42.2793064765809, -71.1190981042567)"
212037112,3201,,PROPERTY - LOST/ MISSING,E13,574,0,2021-06-03 13:00:00,2021,6,Thursday,13,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212041822,3207,,PROPERTY - FOUND,A7,28,0,2021-06-21 09:41:00,2021,6,Monday,9,,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212016702,3115,,INVESTIGATE PERSON,D4,143,0,2021-03-16 01:59:00,2021,3,Tuesday,1,,BOYLSTON ST,42.348623815555,-71.0827763708641,"(42.348623815555, -71.0827763708641)"
212006006,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,A1,104,0,2021-01-28 12:32:00,2021,1,Thursday,12,,WASHINGTON ST,42.3490551238053,-71.1523530239498,"(42.3490551238053, -71.1523530239498)"
212025355,3805,,M/V ACCIDENT - POLICE VEHICLE,C6,914,1,2021-04-19 21:36:00,2021,4,Monday,21,,DR. MICHAEL GAVIN WAY & GENERAL LAWRENCE J LOGAN W,42.3270810165413,-71.052540968802,"(42.3270810165413, -71.052540968802)"
212019579,3115,,INVESTIGATE PERSON,B2,605,0,2021-03-27 12:31:00,2021,3,Saturday,12,,WAIT ST,42.3330205789568,-71.1062127006202,"(42.3330205789568, -71.1062127006202)"
212033530,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,,113,0,2021-05-21 18:44:00,2021,5,Friday,18,,AVENUE DE LAFAYETTE,42.3528346735865,-71.0600815080179,"(42.3528346735865, -71.0600815080179)"
212037034,3007,,SUDDEN DEATH,A7,907,0,2021-06-04 08:29:00,2021,6,Friday,8,,BORDER ST,42.3714106012787,-71.0424506926358,"(42.3714106012787, -71.0424506926358)"
212029319,3114,,INVESTIGATE PROPERTY,C6,206,0,2021-05-05 22:00:00,2021,5,Wednesday,22,,CONGRESS ST,42.3497435981092,-71.047493754678,"(42.3497435981092, -71.047493754678)"
